District,Year,Enrollment Type,County,District Classification,Enrollment Breakdown,Metric,Region,Col Label,Color Desc,Performance Level Label,Row Label,Status %
San Diego County Office of Education,2017,Pacific Isle,San Diego,County Office of Education (COE),Race/Ethnicity,priorstatus,San Diego/Imperial,No Color,No Color,,No Color,10.50%
San Diego County Office of Education,2017,Black,San Diego,County Office of Education (COE),Race/Ethnicity,priorstatus,San Diego/Imperial,Increased,Red,"Very High, Increased (Red )",Very High,14.00%
San Diego County Office of Education,2017,Two or More,San Diego,County Office of Education (COE),Race/Ethnicity,priorstatus,San Diego/Imperial,Increased,Red,"Very High, Increased (Red )",Very High,6.20%
San Diego County Office of Education,2017,White,San Diego,County Office of Education (COE),Race/Ethnicity,priorstatus,San Diego/Imperial,Increased,Red,"Very High, Increased (Red )",Very High,9.80%
San Diego County Office of Education,2017,Asian,San Diego,County Office of Education (COE),Race/Ethnicity,priorstatus,San Diego/Imperial,Declined,Green,"Medium, Declined (Green )",Medium,5.30%
San Diego County Office of Education,2014,Amer Indian,San Diego,County Office of Education (COE),Race/Ethnicity,priorstatus,San Diego/Imperial,No Color,No Color,,No Color,0.00%
San Diego County Office of Education,2014,Pacific Isle,San Diego,County Office of Education (COE),Race/Ethnicity,priorstatus,San Diego/Imperial,No Color,No Color,,No Color,0.00%
San Diego County Office of Education,2018,All Students,San Diego,County Office of Education (COE),All Students,currstatus,San Diego/Imperial,Increased Significantly,Red,"Very High, Increased Significantly (Red )",Very High,11.80%
San Diego County Office of Education,2018,SwD,San Diego,County Office of Education (COE),Disability Status,currstatus,San Diego/Imperial,Increased Significantly,Red,"Very High, Increased Significantly (Red )",Very High,16.30%
San Diego County Office of Education,2018,Econ Disadv,San Diego,County Office of Education (COE),Economic Status,currstatus,San Diego/Imperial,Increased Significantly,Red,"Very High, Increased Significantly (Red )",Very High,11.40%
San Diego County Office of Education,2018,Hispanic,San Diego,County Office of Education (COE),Race/Ethnicity,currstatus,San Diego/Imperial,Increased Significantly,Red,"Very High, Increased Significantly (Red )",Very High,11.10%
San Diego County Office of Education,2018,Amer Indian,San Diego,County Office of Education (COE),Race/Ethnicity,currstatus,San Diego/Imperial,No Color,No Color,,No Color,20.60%
San Diego County Office of Education,2018,Filipino,San Diego,County Office of Education (COE),Race/Ethnicity,currstatus,San Diego/Imperial,No Color,No Color,,No Color,13.60%
San Diego County Office of Education,2018,Pacific Isle,San Diego,County Office of Education (COE),Race/Ethnicity,currstatus,San Diego/Imperial,No Color,No Color,,No Color,16.70%
San Diego County Office of Education,2018,Black,San Diego,County Office of Education (COE),Race/Ethnicity,currstatus,San Diego/Imperial,Increased,Red,"Very High, Increased (Red )",Very High,15.50%
San Diego County Office of Education,2018,Two or More,San Diego,County Office of Education (COE),Race/Ethnicity,currstatus,San Diego/Imperial,Increased,Red,"Very High, Increased (Red )",Very High,14.20%
San Diego County Office of Education,2018,White,San Diego,County Office of Education (COE),Race/Ethnicity,currstatus,San Diego/Imperial,Increased,Red,"Very High, Increased (Red )",Very High,10.80%
San Diego County Office of Education,2018,Asian,San Diego,County Office of Education (COE),Race/Ethnicity,currstatus,San Diego/Imperial,Declined,Green,"Medium, Declined (Green )",Medium,4.50%
San Diego County Office of Education,2019,Two or More,San Diego,County Office of Education (COE),Race/Ethnicity,currstatus,San Diego/Imperial,Increased,Red,"Very High, Increased (Red )",Very High,15.00%
San Diego County Office of Education,2019,Amer Indian,San Diego,County Office of Education (COE),Race/Ethnicity,currstatus,San Diego/Imperial,Declined,Orange,"Very High, Declined (Orange )",Very High,10.00%
San Diego County Office of Education,2019,SwD,San Diego,County Office of Education (COE),Disability Status,currstatus,San Diego/Imperial,Declined Significantly,Yellow,"Very High, Declined Significantly (Yellow )",Very High,9.60%
San Diego County Office of Education,2019,Black,San Diego,County Office of Education (COE),Race/Ethnicity,currstatus,San Diego/Imperial,Declined Significantly,Yellow,"Very High, Declined Significantly (Yellow )",Very High,8.40%
San Diego County Office of Education,2019,Filipino,San Diego,County Office of Education (COE),Race/Ethnicity,currstatus,San Diego/Imperial,No Color,No Color,,No Color,5.60%
San Diego County Office of Education,2019,All Students,San Diego,County Office of Education (COE),All Students,currstatus,San Diego/Imperial,Declined Significantly,Yellow,"High, Declined Significantly (Yellow )",High,7.10%
San Diego County Office of Education,2019,Econ Disadv,San Diego,County Office of Education (COE),Economic Status,currstatus,San Diego/Imperial,Declined Significantly,Yellow,"High, Declined Significantly (Yellow )",High,6.90%
San Diego County Office of Education,2019,Hispanic,San Diego,County Office of Education (COE),Race/Ethnicity,currstatus,San Diego/Imperial,Declined Significantly,Yellow,"High, Declined Significantly (Yellow )",High,6.50%
San Diego County Office of Education,2019,White,San Diego,County Office of Education (COE),Race/Ethnicity,currstatus,San Diego/Imperial,Declined Significantly,Yellow,"High, Declined Significantly (Yellow )",High,7.40%
San Diego County Office of Education,2014,Filipino,San Diego,County Office of Education (COE),Race/Ethnicity,priorstatus,San Diego/Imperial,No Color,No Color,,No Color,0.00%
San Diego County Office of Education,2014,All Students,San Diego,County Office of Education (COE),All Students,priorstatus,San Diego/Imperial,Maintained,Blue,"Very Low, Maintained (Blue )",Very Low,0.00%
San Diego County Office of Education,2014,SwD,San Diego,County Office of Education (COE),Disability Status,priorstatus,San Diego/Imperial,Maintained,Blue,"Very Low, Maintained (Blue )",Very Low,0.00%
San Diego County Office of Education,2014,Econ Disadv,San Diego,County Office of Education (COE),Economic Status,priorstatus,San Diego/Imperial,Maintained,Blue,"Very Low, Maintained (Blue )",Very Low,0.00%
San Diego County Office of Education,2014,Asian,San Diego,County Office of Education (COE),Race/Ethnicity,priorstatus,San Diego/Imperial,Maintained,Blue,"Very Low, Maintained (Blue )",Very Low,0.00%
San Diego County Office of Education,2014,Black,San Diego,County Office of Education (COE),Race/Ethnicity,priorstatus,San Diego/Imperial,Maintained,Blue,"Very Low, Maintained (Blue )",Very Low,0.00%
San Diego County Office of Education,2014,Hispanic,San Diego,County Office of Education (COE),Race/Ethnicity,priorstatus,San Diego/Imperial,Maintained,Blue,"Very Low, Maintained (Blue )",Very Low,0.00%
San Diego County Office of Education,2014,Two or More,San Diego,County Office of Education (COE),Race/Ethnicity,priorstatus,San Diego/Imperial,Maintained,Blue,"Very Low, Maintained (Blue )",Very Low,0.00%
San Diego County Office of Education,2014,White,San Diego,County Office of Education (COE),Race/Ethnicity,priorstatus,San Diego/Imperial,Maintained,Blue,"Very Low, Maintained (Blue )",Very Low,0.00%
San Diego County Office of Education,2015,Filipino,San Diego,County Office of Education (COE),Race/Ethnicity,currstatus,San Diego/Imperial,No Color,No Color,,No Color,0.00%
San Diego County Office of Education,2015,All Students,San Diego,County Office of Education (COE),All Students,currstatus,San Diego/Imperial,Maintained,Blue,"Very Low, Maintained (Blue )",Very Low,0.00%
San Diego County Office of Education,2015,SwD,San Diego,County Office of Education (COE),Disability Status,currstatus,San Diego/Imperial,Maintained,Blue,"Very Low, Maintained (Blue )",Very Low,0.00%
San Diego County Office of Education,2015,Econ Disadv,San Diego,County Office of Education (COE),Economic Status,currstatus,San Diego/Imperial,Maintained,Blue,"Very Low, Maintained (Blue )",Very Low,0.00%
San Diego County Office of Education,2015,Asian,San Diego,County Office of Education (COE),Race/Ethnicity,currstatus,San Diego/Imperial,Maintained,Blue,"Very Low, Maintained (Blue )",Very Low,0.00%
San Diego County Office of Education,2015,Black,San Diego,County Office of Education (COE),Race/Ethnicity,currstatus,San Diego/Imperial,Maintained,Blue,"Very Low, Maintained (Blue )",Very Low,0.00%
San Diego County Office of Education,2015,Hispanic,San Diego,County Office of Education (COE),Race/Ethnicity,currstatus,San Diego/Imperial,Maintained,Blue,"Very Low, Maintained (Blue )",Very Low,0.00%
San Diego County Office of Education,2015,Two or More,San Diego,County Office of Education (COE),Race/Ethnicity,currstatus,San Diego/Imperial,Maintained,Blue,"Very Low, Maintained (Blue )",Very Low,0.00%
